TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionHour,TransactionDayOfWeek,TimeSinceLastTransaction,HighLoginAttempts,LongDuration,IsCredit,Cluster,RuleBasedFraud,FraudRiskLevel
TX000403,AC00292,712.75,2023-05-26 17:07:56,Debit,Philadelphia,D000573,57.166.147.242,M074,Branch,44,Doctor,25,1,8126.06,2024-11-04 08:09:52,17,4,-45586916.0,0,0,0,4,0,High
TX000282,AC00362,45.77,2023-02-09 17:50:23,Debit,Philadelphia,D000484,85.239.236.80,M066,Online,25,Student,109,1,5978.12,2024-11-04 08:08:01,17,3,-54742658.0,0,0,0,1,1,High
TX001372,AC00098,345.94,2023-10-09 17:32:57,Debit,Portland,D000354,129.102.184.189,M100,ATM,31,Doctor,163,1,7624.56,2024-11-04 08:11:40,17,0,-33835123.0,0,0,0,3,0,Low
TX000505,AC00052,3.42,2023-09-25 16:14:35,Credit,San Antonio,D000484,151.247.130.190,M092,Online,43,Doctor,158,1,14180.21,2024-11-04 08:08:48,16,0,-35049253.0,0,0,1,2,0,Moderate
TX000935,AC00456,1022.75,2023-01-19 16:45:16,Credit,San Jose,D000294,190.164.160.79,M091,Branch,62,Doctor,158,1,207.74,2024-11-04 08:10:47,16,3,-56561131.0,0,0,1,4,1,High
TX001666,AC00241,112.66,2023-09-18 16:28:56,Debit,Philadelphia,D000602,53.218.177.171,M049,Online,29,Engineer,176,3,852.98,2024-11-04 08:07:58,16,0,-35653142.0,1,0,0,0,1,High
TX001863,AC00233,5.81,2023-06-23 17:36:28,Debit,Houston,D000007,141.121.30.32,M064,ATM,25,Student,222,1,1290.95,2024-11-04 08:08:02,17,4,-43165894.0,0,0,0,1,1,High
TX001563,AC00112,554.15,2023-04-18 17:17:37,Debit,Raleigh,D000087,151.247.130.190,M066,ATM,49,Doctor,108,1,14817.22,2024-11-04 08:12:11,17,1,-48869674.0,0,0,0,3,0,Low
TX001092,AC00332,233.71,2023-10-03 17:06:56,Debit,Louisville,D000476,35.67.21.23,M073,Branch,63,Doctor,11,1,6095.5,2024-11-04 08:08:48,17,1,-34354912.0,0,0,0,3,0,Low
TX000813,AC00292,161.63,2023-12-25 16:32:44,Debit,San Jose,D000626,34.86.220.205,M077,Online,46,Doctor,276,1,9286.37,2024-11-04 08:08:21,16,0,-27185737.0,0,1,0,3,0,Low
TX002415,AC00028,1664.33,2023-09-25 17:11:19,Debit,San Antonio,D000072,116.106.207.139,M064,Branch,18,Student,65,1,1588.31,2024-11-04 08:07:07,17,0,-35045748.0,0,0,0,4,1,High
TX000431,AC00443,299.09,2023-01-16 16:14:45,Credit,Boston,D000540,113.115.81.178,M034,Branch,36,Engineer,84,1,5615.26,2024-11-04 08:08:01,16,0,-56821996.0,0,0,1,2,0,Moderate
TX002019,AC00291,306.37,2023-06-27 18:26:08,Debit,Colorado Springs,D000484,21.122.39.207,M015,ATM,26,Engineer,120,1,9609.67,2024-11-04 08:07:43,18,1,-42817295.0,0,0,0,3,1,High
TX001914,AC00290,41.93,2023-02-13 16:44:18,Debit,Fresno,D000600,211.45.75.44,M055,ATM,48,Engineer,136,1,5081.26,2024-11-04 08:06:24,16,0,-54400926.0,0,0,0,3,0,Low
TX001725,AC00261,16.27,2023-02-13 17:58:45,Debit,Atlanta,D000697,155.37.19.43,M038,ATM,57,Doctor,44,1,10971.32,2024-11-04 08:09:04,17,0,-54396619.0,0,0,0,3,0,Low
TX002008,AC00352,325.98,2023-07-20 16:58:39,Debit,Washington,D000232,141.241.241.128,M086,ATM,19,Student,277,1,782.35,2024-11-04 08:08:23,16,3,-40835384.0,0,1,0,1,1,High
TX000442,AC00351,92.29,2023-02-15 16:17:59,Debit,Albuquerque,D000264,210.136.14.108,M015,Branch,54,Engineer,115,1,2026.32,2024-11-04 08:11:25,16,2,-54230006.0,0,0,0,3,0,Low
TX001131,AC00306,9.18,2023-07-06 18:10:59,Debit,San Francisco,D000535,82.88.241.226,M096,Online,22,Student,140,1,887.32,2024-11-04 08:09:48,18,3,-42040729.0,0,0,0,1,1,High
TX001917,AC00373,93.14,2023-01-02 16:47:11,Debit,Memphis,D000624,83.207.115.164,M092,Online,67,Retired,151,1,5473.82,2024-11-04 08:07:53,16,0,-58029642.0,0,0,0,3,0,Low
TX002122,AC00090,320.11,2023-08-31 16:26:37,Debit,El Paso,D000614,85.240.254.83,M025,Branch,23,Student,130,1,4076.48,2024-11-04 08:07:38,16,3,-37208461.0,0,0,0,1,1,High
TX000030,AC00313,56.17,2023-09-20 16:55:42,Debit,Detroit,D000297,33.28.138.82,M043,Branch,27,Student,283,1,1351.69,2024-11-04 08:08:30,16,2,-35478768.0,0,1,0,1,1,High
TX000367,AC00332,124.35,2023-12-08 16:39:15,Debit,Oklahoma City,D000082,49.20.211.229,M015,ATM,72,Retired,90,1,3319.76,2024-11-04 08:11:35,16,4,-28654340.0,0,0,0,3,0,Low
TX001988,AC00225,97.74,2023-09-04 16:46:29,Credit,Los Angeles,D000211,218.238.171.184,M046,Online,41,Engineer,137,1,4113.63,2024-11-04 08:07:15,16,0,-36861646.0,0,0,1,2,0,Moderate
TX001362,AC00136,61.98,2023-01-03 18:18:14,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,2024-11-04 08:08:55,18,1,-57937841.0,0,0,0,3,0,Low
TX000566,AC00086,29.38,2023-02-15 16:30:09,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,28,Student,63,1,1663.31,2024-11-04 08:11:08,16,2,-54229259.0,0,0,1,2,1,High
TX001108,AC00209,167.47,2023-12-01 17:45:19,Debit,Sacramento,D000002,175.166.115.182,M024,ATM,35,Engineer,103,1,2293.13,2024-11-04 08:12:04,17,4,-29255205.0,0,0,0,1,0,High
TX001295,AC00213,91.38,2023-04-03 16:41:47,Debit,Jacksonville,D000609,163.129.70.210,M013,ATM,65,Retired,179,1,2402.58,2024-11-04 08:06:39,16,0,-50167492.0,0,0,0,3,0,Low
TX002274,AC00357,806.97,2023-03-07 17:48:05,Debit,Seattle,D000691,193.221.15.59,M028,Online,25,Student,11,1,102.2,2024-11-04 08:08:53,17,1,-52496448.0,0,0,0,4,1,High
TX000654,AC00423,1919.11,2023-06-27 17:48:25,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,11090.24,2024-11-04 08:10:27,17,1,-42819722.0,0,0,0,4,1,High
TX001617,AC00114,34.74,2023-04-28 16:03:41,Credit,Portland,D000142,161.71.2.223,M075,Online,59,Retired,72,1,3736.57,2024-11-04 08:12:14,16,4,-48010113.0,0,0,1,2,0,Moderate
TX000623,AC00354,1162.42,2023-08-23 16:35:42,Credit,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,2024-11-04 08:09:09,16,2,-37899207.0,0,0,1,4,1,High
TX001380,AC00126,77.53,2023-07-25 18:00:25,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1,5158.6,2024-11-04 08:07:12,18,1,-40399607.0,0,0,0,3,0,Low
TX002259,AC00399,65.01,2023-10-24 17:28:18,Credit,Austin,D000697,93.115.61.201,M004,Online,29,Doctor,67,1,10235.19,2024-11-04 08:09:26,17,1,-32539268.0,0,0,1,2,1,High
TX001713,AC00390,583.3,2023-02-03 16:30:45,Credit,Nashville,D000330,4.101.189.38,M094,Online,59,Engineer,142,1,5896.01,2024-11-04 08:11:17,16,4,-55266032.0,0,0,1,2,0,Moderate
TX002464,AC00436,213.33,2023-08-28 16:41:57,Debit,Omaha,D000319,60.197.167.40,M088,ATM,52,Retired,161,1,5400.44,2024-11-04 08:12:15,16,0,-37467018.0,0,0,0,3,0,Low
TX002392,AC00063,4.39,2023-06-12 16:03:42,Debit,Philadelphia,D000441,188.225.207.71,M084,ATM,26,Student,63,1,1429.61,2024-11-04 08:11:48,16,0,-44122086.0,0,0,0,1,1,High
TX001959,AC00023,59.73,2023-05-22 16:38:39,Debit,Fresno,D000681,186.57.149.225,M019,ATM,27,Student,56,1,800.93,2024-11-04 08:10:10,16,0,-45934291.0,0,0,0,1,1,High
TX001963,AC00427,118.06,2023-05-24 17:07:57,Credit,Las Vegas,D000441,7.146.35.122,M082,Branch,32,Doctor,31,1,13560.63,2024-11-04 08:07:10,17,2,-45759553.0,0,0,1,2,0,Moderate
TX002075,AC00058,170.96,2023-12-28 16:46:46,Debit,Washington,D000644,96.24.89.146,M083,Branch,64,Doctor,69,1,13374.89,2024-11-04 08:06:53,16,3,-26925607.0,0,0,0,3,0,Low
TX001034,AC00032,43.91,2023-08-17 18:31:23,Debit,Albuquerque,D000515,149.84.108.18,M073,Online,27,Student,86,1,1806.68,2024-11-04 08:12:22,18,3,-38410859.0,0,0,0,1,1,High
TX000145,AC00397,113.02,2023-09-25 16:54:22,Credit,Jacksonville,D000369,33.212.169.157,M019,Branch,69,Retired,166,1,6077.96,2024-11-04 08:07:21,16,0,-35046779.0,0,0,1,2,0,Moderate
TX000031,AC00367,28.31,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,59,Doctor,20,1,8334.47,2024-11-04 08:09:17,17,0,-41091595.0,0,0,1,2,0,Moderate
TX000732,AC00394,230.32,2023-05-15 18:15:33,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,35,Engineer,56,1,791.46,2024-11-04 08:08:34,18,0,-46533181.0,0,0,0,1,1,High
TX002125,AC00039,737.46,2023-01-03 16:28:03,Credit,Albuquerque,D000443,202.194.199.70,M037,Branch,53,Doctor,75,4,634.16,2024-11-04 08:07:37,16,1,-57944374.0,1,0,1,0,1,High
TX001700,AC00244,152.34,2023-10-12 17:10:20,Debit,Omaha,D000128,110.64.1.201,M044,Branch,55,Doctor,115,1,6853.51,2024-11-04 08:08:11,17,3,-33577071.0,0,0,0,3,0,Low
TX000066,AC00242,201.33,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,Branch,42,Engineer,186,1,2585.07,2024-11-04 08:11:41,17,2,-50598670.0,0,0,1,2,0,Moderate
TX000995,AC00488,4.24,2023-04-17 16:46:31,Debit,San Diego,D000226,77.208.193.198,M086,Online,38,Engineer,38,1,7822.73,2024-11-04 08:07:54,16,0,-48957683.0,0,0,0,3,0,Low
TX000023,AC00095,52.2,2023-06-06 18:54:15,Debit,Atlanta,D000142,133.63.96.21,M022,Online,39,Engineer,120,1,8974.93,2024-11-04 08:07:01,18,1,-44629966.0,0,0,0,3,0,Low
TX001307,AC00091,100.01,2023-06-29 16:06:51,Debit,Philadelphia,D000499,82.115.199.37,M061,ATM,50,Doctor,63,1,6393.12,2024-11-04 08:09:27,16,3,-42652956.0,0,0,0,3,0,Low
TX000683,AC00312,10.07,2023-01-17 16:47:41,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,24,Student,49,1,530.81,2024-11-04 08:08:57,16,1,-56733676.0,0,0,0,1,1,High
TX000349,AC00376,308.42,2023-05-02 16:14:22,Debit,Nashville,D000276,76.0.164.168,M077,Branch,75,Retired,39,1,5427.81,2024-11-04 08:06:34,16,1,-47663532.0,0,0,0,3,0,Low
TX001213,AC00417,51.15,2023-03-01 17:26:49,Credit,Los Angeles,D000215,221.206.44.63,M019,Branch,46,Engineer,199,1,8992.25,2024-11-04 08:10:54,17,2,-53016245.0,0,0,1,2,0,Moderate
TX002032,AC00165,42.26,2023-10-26 16:19:25,Debit,Raleigh,D000214,59.132.247.252,M080,ATM,44,Doctor,171,1,268.77,2024-11-04 08:09:35,16,3,-32370610.0,0,0,0,1,1,High
TX001758,AC00050,326.03,2023-05-09 16:54:49,Credit,New York,D000145,129.108.48.116,M038,Online,18,Student,137,1,290.24,2024-11-04 08:11:46,16,1,-47056617.0,0,0,1,2,1,High
TX000501,AC00433,120.9,2023-07-12 16:17:27,Debit,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,9009.42,2024-11-04 08:08:19,16,2,-41529052.0,0,0,0,3,0,Low
TX001999,AC00235,61.33,2023-09-20 18:18:00,Debit,Raleigh,D000201,167.95.191.52,M018,ATM,27,Engineer,129,1,7537.4,2024-11-04 08:06:27,18,2,-35473707.0,0,0,0,1,1,High
TX001266,AC00176,595.91,2023-08-10 18:39:04,Credit,San Antonio,D000063,200.136.146.93,M085,ATM,19,Student,162,1,1673.76,2024-11-04 08:10:21,18,3,-39015077.0,0,0,1,2,1,High
TX002457,AC00487,107.1,2023-06-16 16:41:13,Credit,Philadelphia,D000453,163.129.70.210,M052,Online,25,Student,175,1,193.8,2024-11-04 08:11:33,16,4,-43774220.0,0,0,1,2,1,High
TX001374,AC00267,10.31,2023-01-13 16:23:56,Debit,Louisville,D000072,74.58.165.67,M054,Online,36,Engineer,280,1,2137.9,2024-11-04 08:11:14,16,4,-57080838.0,0,1,0,1,0,High
TX001707,AC00048,1283.97,2023-08-09 17:32:04,Debit,Colorado Springs,D000340,4.134.78.167,M030,ATM,42,Doctor,121,1,11041.9,2024-11-04 08:07:52,17,2,-39105348.0,0,0,0,4,1,High
TX000535,AC00152,227.22,2023-03-27 18:52:04,Debit,El Paso,D000350,197.187.216.106,M074,ATM,53,Doctor,220,1,832.82,2024-11-04 08:11:56,18,0,-50764792.0,0,0,0,3,1,High
TX001457,AC00462,105.37,2023-05-11 18:31:20,Debit,Sacramento,D000327,164.75.163.220,M043,ATM,25,Student,160,1,1068.55,2024-11-04 08:09:44,18,3,-46877904.0,0,0,0,1,1,High
TX001866,AC00128,505.14,2023-01-03 17:33:54,Debit,Portland,D000431,48.89.167.189,M058,ATM,68,Retired,179,1,2525.47,2024-11-04 08:11:16,17,1,-57940642.0,0,0,0,3,0,Low
TX001301,AC00372,836.45,2023-02-27 16:02:00,Debit,Virginia Beach,D000096,156.134.123.253,M043,Online,61,Retired,63,1,1731.89,2024-11-04 08:12:12,16,0,-53194212.0,0,0,0,4,0,High
TX002218,AC00203,275.98,2023-12-15 16:04:20,Credit,Washington,D000652,89.18.54.235,M053,Online,72,Retired,67,1,6151.05,2024-11-04 08:07:16,16,4,-28051376.0,0,0,1,2,0,Moderate
TX001474,AC00030,384.41,2023-04-17 16:53:29,Debit,Jacksonville,D000289,168.55.199.214,M093,ATM,60,Engineer,65,1,7831.56,2024-11-04 08:10:13,16,0,-48957404.0,0,0,0,3,0,Low
TX000086,AC00098,1340.19,2023-09-29 17:22:10,Credit,Austin,D000574,165.114.224.47,M012,Online,54,Engineer,30,1,8654.28,2024-11-04 08:06:53,17,4,-34699483.0,0,0,1,4,1,High
TX002272,AC00295,308.85,2023-11-29 18:03:46,Credit,Los Angeles,D000342,116.43.88.219,M030,Branch,20,Student,33,2,333.19,2024-11-04 08:08:15,18,2,-29426669.0,0,0,1,2,1,High
TX002148,AC00457,256.95,2023-05-04 16:37:21,Debit,San Diego,D000672,49.172.82.247,M047,Branch,26,Engineer,71,1,2531.24,2024-11-04 08:08:10,16,3,-47489449.0,0,0,0,1,1,High
TX001809,AC00339,291.09,2023-11-20 18:53:47,Debit,El Paso,D000588,49.31.186.82,M019,Branch,48,Engineer,73,1,6312.79,2024-11-04 08:08:42,18,0,-30201295.0,0,0,0,3,0,Low
TX002055,AC00500,156.86,2023-01-30 16:37:53,Debit,Charlotte,D000168,11.167.243.171,M099,ATM,51,Doctor,102,1,14453.35,2024-11-04 08:10:27,16,0,-55611154.0,0,0,0,3,0,Low
TX000018,AC00359,492.93,2023-12-14 18:32:14,Debit,Columbus,D000432,114.223.129.47,M059,Online,39,Engineer,234,1,5109.97,2024-11-04 08:11:51,18,3,-28129177.0,0,0,0,1,0,High
TX001414,AC00405,362.68,2023-01-16 18:02:19,Credit,Miami,D000280,172.111.76.65,M014,ATM,63,Retired,137,1,2040.77,2024-11-04 08:06:30,18,0,-56815451.0,0,0,1,2,0,Moderate
TX002166,AC00344,716.62,2023-04-10 16:04:28,Debit,Atlanta,D000310,57.141.198.111,M084,ATM,44,Doctor,241,1,6987.4,2024-11-04 08:10:05,16,0,-49565137.0,0,0,0,4,0,High
TX002365,AC00362,717.74,2023-12-08 16:51:28,Credit,Sacramento,D000030,161.168.126.136,M020,Online,42,Engineer,168,1,8375.16,2024-11-04 08:10:43,16,4,-28653555.0,0,0,1,2,0,Moderate
TX001369,AC00316,487.16,2023-01-02 16:01:14,Credit,Los Angeles,D000361,156.96.135.18,M077,Branch,28,Student,84,1,321.21,2024-11-04 08:12:22,16,0,-58032668.0,0,0,1,2,1,High
TX000219,AC00070,890.24,2023-07-07 18:03:43,Credit,Las Vegas,D000223,28.149.72.129,M029,Online,33,Engineer,161,1,5140.93,2024-11-04 08:07:32,18,4,-41954629.0,0,0,1,2,0,Moderate
TX001889,AC00181,22.15,2023-05-03 16:26:08,Debit,Denver,D000452,83.182.211.68,M065,Branch,44,Doctor,73,1,7451.83,2024-11-04 08:11:03,16,2,-47576695.0,0,0,0,3,0,Low
TX002333,AC00297,414.64,2023-04-03 16:27:24,Debit,Mesa,D000698,158.129.49.240,M060,Branch,32,Doctor,74,1,7253.22,2024-11-04 08:09:17,16,0,-50168513.0,0,0,0,1,0,High
TX001217,AC00433,293.54,2023-01-16 17:26:12,Debit,Sacramento,D000255,16.94.155.46,M026,Online,40,Engineer,45,1,2290.1,2024-11-04 08:08:24,17,0,-56817732.0,0,0,0,1,0,High
TX001264,AC00461,35.46,2023-03-23 16:16:29,Debit,Nashville,D000243,193.83.0.183,M005,ATM,56,Retired,285,1,1532.72,2024-11-04 08:07:26,16,3,-51119457.0,0,1,0,3,0,Low
TX000481,AC00306,144.3,2023-12-08 17:24:44,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1,312.19,2024-11-04 08:10:39,17,4,-28651555.0,0,0,0,1,1,High
TX001915,AC00347,137.84,2023-11-13 16:03:01,Debit,Omaha,D000553,195.226.203.234,M069,ATM,27,Student,83,1,1000.35,2024-11-04 08:09:26,16,0,-30816385.0,0,0,0,1,1,High
TX002357,AC00130,423.96,2023-01-30 18:50:14,Debit,San Diego,D000042,138.181.222.38,M086,ATM,43,Doctor,75,1,8374.38,2024-11-04 08:08:41,18,0,-55603107.0,0,0,0,3,0,Low
TX001811,AC00152,613.21,2023-03-15 17:45:31,Debit,Tucson,D000614,69.160.14.157,M098,ATM,61,Retired,157,1,3279.12,2024-11-04 08:10:22,17,2,-51805491.0,0,0,0,3,0,Low
TX000697,AC00497,183.67,2023-06-26 16:11:29,Debit,San Diego,D000187,77.7.223.184,M085,Online,19,Student,238,1,910.26,2024-11-04 08:11:05,16,0,-42911976.0,0,0,0,1,1,High
TX000533,AC00077,120.24,2023-08-28 16:52:22,Debit,Milwaukee,D000570,49.29.37.185,M087,Branch,18,Student,131,2,1943.13,2024-11-04 08:08:20,16,0,-37466158.0,0,0,0,1,1,High
TX001014,AC00414,420.6,2023-04-17 16:10:19,Debit,Louisville,D000124,189.183.50.147,M086,Branch,26,Student,55,1,1778.75,2024-11-04 08:09:30,16,0,-48959951.0,0,0,0,1,1,High
TX000373,AC00069,157.37,2023-11-15 16:54:44,Credit,Dallas,D000001,66.23.166.248,M014,Branch,42,Doctor,289,1,13964.31,2024-11-04 08:10:30,16,2,-30640546.0,0,1,1,2,0,Moderate
TX000308,AC00389,131.93,2023-09-11 17:31:10,Credit,Fort Worth,D000245,216.32.4.105,M049,Branch,31,Engineer,13,1,4547.06,2024-11-04 08:06:50,17,0,-36254140.0,0,0,1,2,0,Moderate
TX001297,AC00070,93.22,2023-04-07 17:11:35,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52,Retired,52,1,1014.63,2024-11-04 08:09:41,17,4,-49820286.0,0,0,0,1,0,High
TX001132,AC00164,421.25,2023-01-05 16:13:59,Debit,Fort Worth,D000422,156.134.123.253,M007,Online,25,Student,66,1,7174.69,2024-11-04 08:07:46,16,3,-57772427.0,0,0,0,1,1,High
TX001769,AC00267,192.97,2023-03-13 16:10:01,Debit,Sacramento,D000042,100.198.165.4,M098,ATM,59,Retired,140,1,3019.04,2024-11-04 08:06:34,16,0,-51983793.0,0,0,0,3,0,Low
TX000897,AC00404,79.76,2023-04-03 16:25:35,Debit,Kansas City,D000110,221.169.49.152,M043,Online,68,Doctor,115,1,10278.75,2024-11-04 08:08:14,16,0,-50168559.0,0,0,0,3,0,Low
TX000361,AC00397,466.85,2023-07-17 16:57:14,Debit,Austin,D000016,136.104.90.223,M007,Branch,56,Retired,165,1,5422.53,2024-11-04 08:09:35,16,0,-41094741.0,0,0,0,3,0,Low
TX000506,AC00095,68.19,2023-03-14 16:07:32,Credit,Fresno,D000589,134.140.85.231,M026,Online,40,Doctor,189,1,9895.1,2024-11-04 08:07:50,16,1,-51897618.0,0,0,1,2,0,Moderate
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,1058.13,2024-11-04 08:11:20,18,0,-36854680.0,0,0,0,4,1,High
TX001006,AC00190,15.74,2023-01-09 16:05:02,Debit,Denver,D000064,136.250.159.93,M051,Branch,27,Student,38,1,690.16,2024-11-04 08:10:02,16,0,-57427500.0,0,0,0,1,1,High
TX001126,AC00063,592.82,2023-09-14 17:25:49,Debit,Memphis,D000450,193.108.17.115,M076,Online,74,Retired,248,1,7508.98,2024-11-04 08:12:14,17,3,-35995585.0,0,0,0,3,0,Low
TX000567,AC00216,319.85,2023-07-26 16:44:22,Debit,Denver,D000589,219.31.152.129,M083,ATM,60,Doctor,148,1,711.66,2024-11-04 08:07:45,16,2,-40317803.0,0,0,0,3,1,High
TX000912,AC00222,471.84,2023-09-29 17:31:24,Debit,Raleigh,D000163,137.33.78.168,M080,ATM,18,Student,138,1,1044.33,2024-11-04 08:08:45,17,4,-34699041.0,0,0,0,1,1,High
TX000440,AC00420,232.79,2023-09-20 17:36:06,Credit,Indianapolis,D000160,6.234.101.35,M019,Branch,55,Retired,145,1,2661.3,2024-11-04 08:11:40,17,2,-35476534.0,0,0,1,2,0,Moderate
TX000304,AC00489,167.44,2023-09-25 16:11:18,Debit,Mesa,D000483,166.7.230.111,M087,Branch,37,Doctor,82,1,12526.71,2024-11-04 08:10:49,16,0,-35049571.0,0,0,0,3,0,Low
TX000477,AC00442,53.81,2023-10-16 16:55:44,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2,2564.62,2024-11-04 08:12:05,16,0,-33232581.0,0,0,1,2,0,Moderate
TX002192,AC00131,879.25,2023-11-07 17:44:12,Credit,Memphis,D000073,190.164.160.79,M086,Online,24,Student,137,1,125.85,2024-11-04 08:08:02,17,1,-31328630.0,0,0,1,2,1,High
TX001059,AC00120,730.1,2023-07-25 18:04:46,Credit,Chicago,D000453,190.164.160.79,M053,Branch,77,Retired,93,1,6384.05,2024-11-04 08:06:48,18,1,-40399322.0,0,0,1,2,0,Moderate
TX001818,AC00222,918.95,2023-05-01 16:43:40,Debit,Seattle,D000563,106.244.1.47,M026,Online,68,Doctor,139,1,7006.46,2024-11-04 08:07:44,16,0,-47748244.0,0,0,0,4,0,High
TX000904,AC00045,72.68,2023-07-21 17:56:49,Debit,Seattle,D000697,87.234.36.48,M072,Online,69,Retired,44,1,6216.77,2024-11-04 08:10:20,17,4,-40745611.0,0,0,0,3,0,Low
TX000255,AC00430,227.39,2023-12-25 16:58:19,Debit,Atlanta,D000207,96.115.67.230,M010,Online,18,Student,65,1,751.09,2024-11-04 08:11:36,16,0,-27184397.0,0,0,0,1,1,High
TX002296,AC00138,61.4,2023-01-30 16:45:11,Debit,San Jose,D000599,63.191.171.41,M073,Branch,41,Engineer,20,2,7892.87,2024-11-04 08:08:27,16,0,-55610596.0,0,0,0,3,0,Low
TX001376,AC00042,221.49,2023-09-13 18:11:22,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,23,Student,196,1,707.25,2024-11-04 08:11:50,18,2,-36079228.0,0,0,1,2,1,High
TX001079,AC00332,447.42,2023-12-18 16:32:56,Debit,Charlotte,D000279,213.15.9.253,M056,Online,32,Engineer,65,1,6133.22,2024-11-04 08:08:15,16,0,-27790519.0,0,0,0,1,0,High
TX001795,AC00274,37.81,2023-07-24 16:44:34,Debit,Colorado Springs,D000070,53.218.177.171,M074,Branch,63,Retired,195,1,5208.98,2024-11-04 08:11:06,16,0,-40490792.0,0,0,0,3,0,Low
TX000595,AC00051,312.47,2023-05-02 17:24:26,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,9419.27,2024-11-04 08:08:05,17,1,-47659419.0,1,0,0,0,0,Moderate
TX002370,AC00262,459.29,2023-01-26 18:07:00,Credit,Kansas City,D000610,113.201.172.36,M016,Online,64,Retired,109,1,1006.12,2024-11-04 08:11:08,18,3,-55951448.0,0,0,1,2,0,Moderate
TX001002,AC00458,317.12,2023-12-11 16:03:50,Debit,Fort Worth,D000007,57.232.212.116,M018,Branch,44,Doctor,80,1,14409.74,2024-11-04 08:08:08,16,0,-28397058.0,0,0,0,3,0,Low
TX001676,AC00091,49.84,2023-10-13 16:05:10,Debit,Chicago,D000290,212.220.106.248,M095,ATM,49,Doctor,146,1,7872.04,2024-11-04 08:07:16,16,4,-33494526.0,0,0,0,3,0,Low
TX001881,AC00073,257.18,2023-07-10 17:00:03,Debit,Los Angeles,D000479,81.67.222.238,M010,Online,67,Doctor,28,1,13336.15,2024-11-04 08:10:15,17,0,-41699412.0,0,0,0,3,0,Low
TX001793,AC00263,53.83,2023-05-31 17:21:07,Debit,Baltimore,D000471,4.134.78.167,M062,Branch,70,Retired,131,1,4580.59,2024-11-04 08:11:45,17,2,-45154238.0,0,0,0,3,0,Low
TX000422,AC00235,5.12,2023-10-13 16:08:26,Debit,New York,D000660,188.205.152.176,M002,Branch,34,Engineer,90,1,3293.01,2024-11-04 08:10:31,16,4,-33494525.0,0,0,0,1,0,High
TX001259,AC00020,603.23,2023-08-24 17:34:13,Debit,Detroit,D000238,38.210.156.148,M017,Branch,28,Student,48,1,117.98,2024-11-04 08:08:18,17,3,-37809245.0,0,0,0,1,1,High
TX000309,AC00067,20.28,2023-07-19 17:42:38,Debit,Oklahoma City,D000585,150.83.4.238,M047,Online,36,Engineer,213,1,2047.83,2024-11-04 08:10:02,17,2,-40919244.0,0,0,0,1,0,High
TX001453,AC00257,83.62,2023-06-22 17:18:09,Debit,Raleigh,D000554,202.21.120.44,M069,ATM,48,Doctor,146,1,12652.22,2024-11-04 08:12:06,17,3,-43253637.0,0,0,0,3,0,Low
TX000565,AC00413,365.7,2023-01-27 16:35:40,Debit,Houston,D000051,81.248.235.147,M045,Branch,21,Student,115,2,368.78,2024-11-04 08:10:17,16,4,-55870477.0,0,0,0,1,1,High
TX001491,AC00233,38.14,2023-04-07 16:16:00,Debit,Portland,D000016,160.212.125.105,M072,Branch,50,Engineer,165,1,9879.87,2024-11-04 08:07:16,16,4,-49823476.0,0,0,0,3,0,Low
TX001370,AC00167,405.6,2023-08-08 17:41:41,Debit,Tucson,D000643,36.77.94.252,M031,Online,37,Engineer,44,1,9754.73,2024-11-04 08:09:24,17,1,-39191263.0,0,0,0,3,0,Low
TX002248,AC00003,207.47,2023-10-02 18:57:19,Debit,Miami,D000643,147.234.20.46,M045,ATM,53,Doctor,12,1,1688.9,2024-11-04 08:07:01,18,0,-34434582.0,0,0,0,3,0,Low
TX001984,AC00088,295.93,2023-02-20 17:26:39,Debit,Boston,D000414,145.179.219.57,M021,Branch,36,Doctor,117,1,1050.63,2024-11-04 08:09:56,17,0,-53793797.0,0,0,0,1,0,High
